Cell_ID,Timestamp,RSRP,SINR,Latency,Throughput,Packet_Loss,Connected_Users,Signal_Quality,Network_Load,Network_Health_Index
CELL_0434,2026-01-05 12:15:00,-88.7,25.1,5.9,186.2,0.79,243,99.58,0.81,0.72832669322709
CELL_0435,2026-01-05 12:30:00,-120.0,28.7,16.1,139.3,0.66,164,89.22,0.5466666666666666,-11.906341463414634
CELL_0436,2026-01-05 12:45:00,-112.1,28.0,20.1,132.6,1.25,200,91.96,0.6666666666666666,-16.614285714285714
CELL_0437,2026-01-05 13:00:00,-86.8,19.5,7.8,127.0,3.63,129,96.98,0.43,-4.917179487179487
CELL_0438,2026-01-05 13:15:00,-98.5,2.7,10.2,46.6,0.39,125,82.22,0.4166666666666667,6.6692592592592606
CELL_0439,2026-01-05 13:30:00,-94.0,13.4,5.4,72.0,0.6,226,90.44,0.7533333333333333,-0.6268656716417919
CELL_0440,2026-01-05 13:45:00,-85.3,14.3,17.6,22.4,4.03,62,94.46000000000001,0.20666666666666667,-20.063566433566436
CELL_0441,2026-01-05 14:00:00,-104.3,26.4,12.5,155.8,3.77,78,94.12,0.26,-10.368484848484847
CELL_0442,2026-01-05 14:15:00,-87.9,20.3,8.8,114.8,3.05,94,97.02,0.31333333333333335,-6.194827586206897
CELL_0443,2026-01-05 14:30:00,-98.0,21.7,39.5,34.5,2.06,236,93.82,0.7866666666666666,-39.97013824884793
CELL_0444,2026-01-05 14:45:00,-77.0,2.6,10.5,151.7,2.95,206,90.75999999999999,0.6866666666666666,44.89615384615384
CELL_0445,2026-01-05 15:00:00,-102.4,12.9,48.5,53.3,3.22,137,86.78,0.45666666666666667,-47.588217054263566
CELL_0446,2026-01-05 15:15:00,-92.3,18.0,38.4,156.9,3.45,164,93.88,0.5466666666666666,-33.13333333333333
CELL_0447,2026-01-05 15:30:00,-109.7,18.2,15.4,81.4,3.23,132,87.03999999999999,0.44,-14.157472527472528
CELL_0448,2026-01-05 15:45:00,-95.3,3.4,32.5,120.8,2.64,16,83.92,0.05333333333333334,0.3894117647058839
CELL_0449,2026-01-05 16:00:00,-70.7,28.0,12.3,172.9,2.84,197,108.52,0.6566666666666666,-8.965
CELL_0450,2026-01-05 16:15:00,-92.7,5.2,30.9,197.5,0.36,44,86.03999999999999,0.14666666666666667,6.7207692307692275
CELL_0451,2026-01-05 16:30:00,-119.3,6.5,55.7,190.0,1.99,156,76.18,0.52,-28.45923076923077
CELL_0452,2026-01-05 16:45:00,-88.6,15.0,27.8,141.9,0.41,284,93.56,0.9466666666666667,-18.75
CELL_0453,2026-01-05 17:00:00,-93.1,4.6,9.6,20.4,4.6,89,85.52,0.2966666666666667,-9.765217391304347
CELL_0454,2026-01-05 17:15:00,-93.2,11.7,39.9,167.7,3.41,43,89.74,0.14333333333333334,-28.976666666666663
CELL_0455,2026-01-05 17:30:00,-104.5,13.1,57.4,51.5,1.22,232,86.06,0.7733333333333333,-54.688702290076336
CELL_0456,2026-01-05 17:45:00,-114.2,18.4,8.0,134.9,3.29,99,85.35999999999999,0.33,-3.9584782608695646
CELL_0457,2026-01-05 18:00:00,-114.0,21.2,43.6,36.9,4.77,277,87.12,0.9233333333333333,-46.62943396226416
CELL_0458,2026-01-05 18:15:00,-94.1,24.7,19.3,77.5,3.75,147,97.18,0.49,-19.912348178137652
CELL_0459,2026-01-05 18:30:00,-83.4,3.5,54.5,70.3,2.15,278,88.74,0.9266666666666666,-36.56428571428571
CELL_0460,2026-01-05 18:45:00,-116.8,21.4,36.7,20.0,2.28,194,86.12,0.6466666666666666,-38.045420560747665
CELL_0461,2026-01-05 19:00:00,-117.2,25.8,14.2,35.7,3.87,69,88.6,0.23,-16.68627906976744
CELL_0462,2026-01-05 19:15:00,-108.6,15.3,7.4,173.3,1.22,251,85.74000000000001,0.8366666666666667,2.7067973856209155
CELL_0463,2026-01-05 19:30:00,-101.8,27.6,14.8,192.3,0.18,224,95.84,0.7466666666666667,-8.012608695652174
CELL_0464,2026-01-05 19:45:00,-108.8,7.4,55.4,67.4,4.13,200,80.91999999999999,0.6666666666666666,-50.421891891891896
CELL_0465,2026-01-05 20:00:00,-114.0,20.2,7.9,48.5,2.58,33,86.52,0.11,-8.0790099009901
CELL_0466,2026-01-05 20:15:00,-72.3,2.1,30.6,60.0,4.22,177,92.34,0.59,-6.248571428571432
CELL_0467,2026-01-05 20:30:00,-115.7,13.7,25.3,61.9,3.92,134,81.94,0.44666666666666666,-24.70175182481752
CELL_0468,2026-01-05 20:45:00,-96.8,17.8,32.1,155.7,0.98,289,91.96000000000001,0.9633333333333334,-24.332808988764047
CELL_0469,2026-01-05 21:00:00,-82.0,7.4,5.4,85.0,1.16,187,91.64,0.6233333333333333,4.9264864864864855
CELL_0470,2026-01-05 21:15:00,-88.2,20.8,5.5,70.3,3.79,202,97.2,0.6733333333333333,-5.9101923076923075
CELL_0471,2026-01-05 21:30:00,-77.5,21.8,10.7,108.3,1.19,261,102.08,0.87,-6.922110091743118
CELL_0472,2026-01-05 21:45:00,-71.9,29.2,12.8,59.6,0.22,128,108.75999999999999,0.4266666666666667,-10.978904109589042
CELL_0473,2026-01-05 22:00:00,-75.1,15.6,43.5,77.6,4.87,53,99.32,0.17666666666666667,-43.39564102564102
CELL_0474,2026-01-05 22:15:00,-91.0,15.2,40.0,81.9,2.96,41,92.72,0.13666666666666666,-37.57184210526316
CELL_0475,2026-01-05 22:30:00,-98.3,28.9,18.0,55.9,1.58,211,98.02,0.7033333333333334,-17.645743944636678
CELL_0476,2026-01-05 22:45:00,-85.0,22.1,22.5,58.0,0.37,113,99.25999999999999,0.37666666666666665,-20.245565610859728
CELL_0477,2026-01-05 23:00:00,-113.2,23.1,11.0,25.6,2.25,170,88.58,0.5666666666666667,-12.141774891774892
CELL_0478,2026-01-05 23:15:00,-99.7,16.1,58.1,45.5,1.54,145,89.78,0.48333333333333334,-56.81391304347826
CELL_0479,2026-01-05 23:30:00,-77.4,2.7,49.4,64.3,3.52,30,90.66,0.1,-29.105185185185185
CELL_0480,2026-01-05 23:45:00,-109.2,25.7,13.2,143.7,4.84,212,91.74,0.7066666666666667,-12.448560311284046
CELL_0481,2026-01-06 00:00:00,-94.3,20.3,19.3,198.2,0.16,217,94.46000000000001,0.7233333333333334,-9.696453201970446
CELL_0482,2026-01-06 00:15:00,-77.3,16.7,35.3,23.5,0.51,81,99.1,0.27,-34.40281437125748
CELL_0483,2026-01-06 00:30:00,-113.9,1.9,48.0,48.3,0.99,215,75.58,0.7166666666666667,-23.56894736842105
CELL_0484,2026-01-06 00:45:00,-101.4,18.9,40.5,118.6,1.29,48,90.78,0.16,-35.51486772486772
CELL_0485,2026-01-06 01:00:00,-118.9,1.9,54.6,91.5,0.64,179,73.58,0.5966666666666667,-7.082105263157891
CELL_0486,2026-01-06 01:15:00,-113.9,28.3,7.8,185.2,2.17,212,91.42,0.7066666666666667,-3.42583038869258
CELL_0487,2026-01-06 01:30:00,-95.2,11.5,28.5,74.0,4.54,150,88.82,0.5,-26.605217391304347
CELL_0488,2026-01-06 01:45:00,-106.0,26.5,6.9,125.7,1.23,161,93.5,0.5366666666666666,-3.386603773584906
CELL_0489,2026-01-06 02:00:00,-95.1,26.5,31.3,22.1,1.92,224,97.86,0.7466666666666667,-32.38603773584906
CELL_0490,2026-01-06 02:15:00,-110.0,26.5,33.9,128.0,4.01,19,91.9,0.06333333333333334,-33.079811320754715
CELL_0491,2026-01-06 02:30:00,-70.5,23.5,24.8,111.2,2.42,299,105.89999999999999,0.9966666666666667,-22.488085106382982
CELL_0492,2026-01-06 02:45:00,-94.9,11.7,14.9,67.2,1.1,153,89.06,0.51,-10.256410256410255
CELL_0493,2026-01-06 03:00:00,-117.1,29.7,34.1,154.5,5.0,91,90.97999999999999,0.30333333333333334,-33.8979797979798
CELL_0494,2026-01-06 03:15:00,-115.0,19.7,19.7,164.2,4.59,38,85.82,0.12666666666666668,-15.95497461928934
CELL_0495,2026-01-06 03:30:00,-81.8,28.4,36.7,196.6,1.94,98,104.32,0.32666666666666666,-31.717464788732396
CELL_0496,2026-01-06 03:45:00,-111.2,17.8,49.3,141.0,4.57,24,86.19999999999999,0.08,-45.94865168539326
CELL_0497,2026-01-06 04:00:00,-84.8,10.6,36.2,32.7,4.74,262,92.44,0.8733333333333333,-37.855094339622646
CELL_0498,2026-01-06 04:15:00,-92.9,5.3,7.1,16.0,3.01,20,86.02,0.06666666666666667,-7.091132075471697
CELL_0499,2026-01-06 04:30:00,-93.7,0.0,55.5,44.3,0.65,100,82.52,0.3333333333333333,386.84999999999997
CELL_0500,2026-01-06 04:45:00,-74.1,25.3,22.8,9.3,2.93,82,105.53999999999999,0.2733333333333333,-25.362411067193676
CELL_0501,2026-01-06 05:00:00,-81.3,25.4,52.3,192.3,1.87,212,102.72,0.7066666666666667,-46.59913385826771
CELL_0502,2026-01-06 05:15:00,-90.7,10.1,22.7,195.3,3.66,233,89.78,0.7766666666666666,-7.023366336633661
CELL_0503,2026-01-06 05:30:00,-80.4,28.8,40.7,39.0,4.84,192,105.12,0.64,-44.185833333333335
CELL_0504,2026-01-06 05:45:00,-108.8,17.7,14.6,64.8,3.44,75,87.1,0.25,-14.378983050847458
CELL_0505,2026-01-06 06:00:00,-111.1,0.1,43.6,116.7,4.25,300,75.62,1.0,1119.15
CELL_0506,2026-01-06 06:15:00,-118.4,18.1,55.7,193.7,1.1,299,83.5,0.9966666666666667,-46.09834254143647
CELL_0507,2026-01-06 06:30:00,-114.8,14.9,23.2,20.2,1.73,173,83.02,0.5766666666666667,-23.57429530201342
CELL_0508,2026-01-06 06:45:00,-111.6,26.6,9.9,143.2,3.2,181,91.32,0.6033333333333334,-7.71654135338346
CELL_0509,2026-01-06 07:00:00,-97.7,8.0,18.7,18.2,1.28,65,85.72,0.21666666666666667,-17.705000000000002
CELL_0510,2026-01-06 07:15:00,-84.0,1.4,29.1,86.8,0.83,221,87.24000000000001,0.7366666666666667,32.07
CELL_0511,2026-01-06 07:30:00,-95.3,11.4,35.0,24.8,2.4,125,88.72,0.4166666666666667,-35.22456140350877
CELL_0512,2026-01-06 07:45:00,-111.9,2.2,51.5,62.5,1.59,63,76.56,0.21,-24.680909090909093
CELL_0513,2026-01-06 08:00:00,-116.3,5.1,25.7,147.7,2.74,57,76.53999999999999,0.19,0.5207843137254908
CELL_0514,2026-01-06 08:15:00,-103.1,29.6,54.1,142.4,2.16,94,96.52,0.31333333333333335,-51.449189189189184
CELL_0515,2026-01-06 08:30:00,-89.6,13.0,7.9,69.6,4.87,219,91.96000000000001,0.73,-7.416153846153847
CELL_0516,2026-01-06 08:45:00,-85.1,21.7,45.1,56.7,1.41,131,98.98,0.43666666666666665,-43.89709677419354
CELL_0517,2026-01-06 09:00:00,-115.2,11.8,35.2,100.7,0.27,11,81.0,0.03666666666666667,-26.936101694915255
CELL_0518,2026-01-06 09:15:00,-98.6,8.8,41.4,122.0,1.0,23,85.84,0.07666666666666666,-28.536363636363635
CELL_0519,2026-01-06 09:30:00,-109.7,19.1,58.7,97.3,0.58,213,87.58,0.71,-54.18575916230367
CELL_0520,2026-01-06 09:45:00,-96.5,26.8,19.6,130.2,1.94,199,97.47999999999999,0.6633333333333333,-16.681791044776123
CELL_0521,2026-01-06 10:00:00,-75.7,11.1,29.5,56.3,2.33,125,96.38,0.4166666666666667,-26.75792792792793
CELL_0522,2026-01-06 10:15:00,-78.1,16.9,13.3,140.8,0.48,186,98.9,0.62,-5.448639053254437
CELL_0523,2026-01-06 10:30:00,-79.6,12.4,46.6,49.4,0.3,208,95.6,0.6933333333333334,-42.91612903225806
CELL_0524,2026-01-06 10:45:00,-79.1,12.6,34.5,174.0,2.37,130,95.92,0.43333333333333335,-23.06047619047619
CELL_0525,2026-01-06 11:00:00,-96.2,2.4,54.7,144.3,2.51,274,82.96,0.9133333333333333,2.9150000000000045
CELL_0526,2026-01-06 11:15:00,-80.0,20.3,39.1,28.5,3.79,98,100.18,0.32666666666666666,-41.48605911330049
CELL_0527,2026-01-06 11:30:00,-72.5,5.0,16.7,42.6,0.21,50,94.0,0.16666666666666666,-8.39
CELL_0528,2026-01-06 11:45:00,-70.6,13.1,59.8,127.3,4.17,142,99.62,0.47333333333333333,-54.2524427480916
CELL_0529,2026-01-06 12:00:00,-104.0,21.8,49.4,22.0,2.78,292,91.47999999999999,0.9733333333333334,-51.17082568807339
CELL_0530,2026-01-06 12:15:00,-103.7,8.3,30.2,175.3,3.93,277,83.5,0.9233333333333333,-13.009518072289158
CELL_0531,2026-01-06 12:30:00,-80.9,3.4,13.2,115.5,2.91,61,89.67999999999999,0.20333333333333334,17.860588235294117
CELL_0532,2026-01-06 12:45:00,-73.8,16.9,10.6,60.8,2.68,186,100.62,0.62,-9.682366863905324
CELL_0533,2026-01-06 13:00:00,-76.1,7.9,41.0,116.5,2.37,98,94.30000000000001,0.32666666666666666,-28.623164556962028
CELL_0534,2026-01-06 13:15:00,-106.2,4.3,38.5,140.3,0.19,179,80.1,0.5966666666666667,-6.062093023255808
CELL_0535,2026-01-06 13:30:00,-85.5,1.5,31.1,57.4,1.86,182,86.69999999999999,0.6066666666666667,5.306666666666664
CELL_0536,2026-01-06 13:45:00,-79.1,9.1,20.4,100.9,3.48,60,93.82,0.2,-12.79208791208791
CELL_0537,2026-01-06 14:00:00,-71.4,6.8,21.5,150.0,3.87,174,95.52,0.58,-3.3111764705882356
CELL_0538,2026-01-06 14:15:00,-106.5,12.5,40.5,41.6,1.06,218,84.9,0.7266666666666667,-38.232
CELL_0539,2026-01-06 14:30:00,-83.0,22.8,52.7,165.1,2.58,91,100.47999999999999,0.30333333333333334,-48.03877192982456
CELL_0540,2026-01-06 14:45:00,-116.7,21.3,27.2,157.2,2.62,24,86.1,0.08,-22.439718309859156
CELL_0541,2026-01-06 15:00:00,-111.3,26.3,16.0,16.2,0.17,35,91.25999999999999,0.11666666666666667,-15.554030418250951
CELL_0542,2026-01-06 15:15:00,-74.1,21.1,20.1,165.6,2.53,73,103.02,0.24333333333333335,-14.781658767772514
CELL_0543,2026-01-06 15:30:00,-85.9,7.3,31.9,92.0,4.8,252,90.02,0.84,-24.0972602739726
CELL_0544,2026-01-06 15:45:00,-90.7,10.5,14.0,179.4,3.74,56,90.02,0.18666666666666668,-0.6542857142857148
CELL_0545,2026-01-06 16:00:00,-105.7,11.6,14.0,116.6,4.82,123,84.68,0.41,-8.768275862068966
CELL_0546,2026-01-06 16:15:00,-87.6,20.3,19.8,84.9,0.1,14,97.14,0.04666666666666667,-15.717733990147783
CELL_0547,2026-01-06 16:30:00,-96.3,4.0,14.5,161.2,1.12,166,83.88,0.5533333333333333,24.679999999999996
CELL_0548,2026-01-06 16:45:00,-84.4,21.3,20.1,179.6,4.26,245,99.02,0.8166666666666667,-15.928075117370893
CELL_0549,2026-01-06 17:00:00,-107.4,14.0,42.2,165.7,1.99,62,85.44,0.20666666666666667,-32.354285714285716
CELL_0550,2026-01-06 17:15:00,-119.6,30.0,58.2,168.7,2.81,154,90.16,0.5133333333333333,-55.38666666666667
CELL_0551,2026-01-06 17:30:00,-105.1,3.2,8.5,197.7,3.2,151,79.88,0.5033333333333333,50.08124999999999
CELL_0552,2026-01-06 17:45:00,-106.9,21.3,54.1,63.3,0.75,133,90.02,0.44333333333333336,-51.878169014084506
CELL_0553,2026-01-06 18:00:00,-75.0,24.2,49.1,122.0,3.3,81,104.52,0.27,-47.35867768595041
CELL_0554,2026-01-06 18:15:00,-83.9,19.7,59.9,55.6,2.09,208,98.25999999999999,0.6933333333333334,-59.167664974619285
CELL_0555,2026-01-06 18:30:00,-83.2,17.5,59.7,164.1,1.72,123,97.22,0.41,-52.042857142857144
CELL_0556,2026-01-06 18:45:00,-85.7,19.1,31.2,188.4,1.79,163,97.18,0.5433333333333333,-23.126125654450263
CELL_0557,2026-01-06 19:00:00,-77.7,25.2,53.2,40.3,0.49,75,104.03999999999999,0.25,-52.09079365079366
CELL_0558,2026-01-06 19:15:00,-83.0,21.8,35.7,183.0,4.73,181,99.88,0.6033333333333334,-32.03550458715597
CELL_0559,2026-01-06 19:30:00,-87.3,6.7,17.3,174.9,2.1,179,89.1,0.5966666666666667,6.7044776119403
CELL_0560,2026-01-06 19:45:00,-101.4,17.6,30.5,28.0,0.27,46,90.0,0.15333333333333332,-29.17909090909091
CELL_0561,2026-01-06 20:00:00,-96.4,5.8,11.6,137.7,2.65,221,84.91999999999999,0.7366666666666667,9.491379310344826
CELL_0562,2026-01-06 20:15:00,-117.3,25.6,12.6,44.1,2.05,244,88.44,0.8133333333333334,-12.927343749999999
CELL_0563,2026-01-06 20:30:00,-112.8,25.9,14.9,20.8,1.66,100,90.41999999999999,0.3333333333333333,-15.756911196911197
CELL_0564,2026-01-06 20:45:00,-104.3,1.7,29.9,45.8,3.87,91,79.30000000000001,0.30333333333333334,-6.828823529411763
CELL_0565,2026-01-06 21:00:00,-95.5,22.9,9.8,124.8,3.17,216,95.53999999999999,0.72,-7.520218340611354
CELL_0566,2026-01-06 21:15:00,-98.5,14.3,5.3,109.1,3.65,17,89.17999999999999,0.056666666666666664,-1.3206293706293715
CELL_0567,2026-01-06 21:30:00,-75.4,22.7,34.2,8.5,0.02,137,103.46,0.45666666666666667,-33.84555066079296
CELL_0568,2026-01-06 21:45:00,-108.7,26.3,22.2,25.0,2.52,166,92.3,0.5533333333333333,-23.769429657794674
CELL_0569,2026-01-06 22:00:00,-111.6,24.7,21.4,61.7,3.64,278,90.18,0.9266666666666666,-22.542024291497974
CELL_0570,2026-01-06 22:15:00,-103.1,26.6,59.8,71.8,4.51,193,94.72,0.6433333333333333,-61.610751879699244
CELL_0571,2026-01-06 22:30:00,-82.5,4.9,54.9,163.3,0.1,124,89.94,0.41333333333333333,-21.673469387755105
CELL_0572,2026-01-06 22:45:00,-83.6,3.9,45.4,120.0,0.84,197,88.9,0.6566666666666666,-15.470769230769228
CELL_0573,2026-01-06 23:00:00,-84.4,23.8,25.6,129.9,3.86,34,100.52,0.11333333333333333,-24.00201680672269
CELL_0574,2026-01-06 23:15:00,-90.3,1.4,10.9,168.0,0.24,69,84.72,0.23,108.86000000000001
CELL_0575,2026-01-06 23:30:00,-99.2,11.4,35.1,97.5,0.77,14,87.16,0.04666666666666667,-27.31736842105263
CELL_0576,2026-01-06 23:45:00,-104.9,19.8,41.4,57.6,3.03,80,89.91999999999999,0.26666666666666666,-41.52090909090909
CELL_0577,2026-01-07 00:00:00,-99.1,27.0,33.1,125.5,1.41,64,96.56,0.21333333333333335,-29.861851851851853
CELL_0578,2026-01-07 00:15:00,-95.1,18.3,47.8,167.1,4.87,193,92.94,0.6433333333333333,-43.53885245901639
CELL_0579,2026-01-07 00:30:00,-84.8,8.9,7.2,101.8,1.04,256,91.42,0.8533333333333334,3.198202247191011
CELL_0580,2026-01-07 00:45:00,-103.5,0.1,41.9,181.8,4.18,262,78.66,0.8733333333333333,1771.9199999999998
CELL_0581,2026-01-07 01:00:00,-112.5,2.7,33.1,146.1,0.51,141,76.62,0.47,20.501111111111104
CELL_0582,2026-01-07 01:15:00,-87.8,13.7,58.8,56.5,0.25,99,93.1,0.33,-54.92591240875912
CELL_0583,2026-01-07 01:30:00,-76.3,25.6,24.8,137.0,2.13,69,104.84,0.23,-21.5784375
CELL_0584,2026-01-07 01:45:00,-115.3,22.7,7.5,171.1,3.32,97,87.5,0.3233333333333333,-3.282555066079295
CELL_0585,2026-01-07 02:00:00,-103.6,26.8,57.5,57.3,3.67,200,94.64,0.6666666666666666,-59.031940298507465
CELL_0586,2026-01-07 02:15:00,-79.3,5.5,27.0,192.7,1.36,207,91.58,0.69,6.676363636363631
CELL_0587,2026-01-07 02:30:00,-85.5,14.3,28.2,177.8,0.83,77,94.38,0.25666666666666665,-16.596433566433564
CELL_0588,2026-01-07 02:45:00,-85.2,1.8,56.8,36.1,2.08,257,87.0,0.8566666666666667,-38.82444444444444
CELL_0589,2026-01-07 03:00:00,-79.9,20.4,15.0,79.1,1.79,24,100.28,0.08,-12.912549019607845
CELL_0590,2026-01-07 03:15:00,-76.9,26.4,45.0,178.9,2.42,259,105.08,0.8633333333333333,-40.643484848484846
CELL_0591,2026-01-07 03:30:00,-114.4,12.3,7.5,56.0,1.57,278,81.62,0.9266666666666666,-4.517154471544716
CELL_0592,2026-01-07 03:45:00,-81.6,17.3,36.1,195.7,3.35,183,97.74000000000001,0.61,-28.137861271676304
CELL_0593,2026-01-07 04:00:00,-94.0,20.6,39.0,89.4,3.63,256,94.75999999999999,0.8533333333333334,-38.29019417475728
CELL_0594,2026-01-07 04:15:00,-102.7,20.3,26.2,168.6,2.79,37,91.1,0.12333333333333334,-20.684581280788176
CELL_0595,2026-01-07 04:30:00,-119.4,28.0,32.8,96.5,2.48,94,89.03999999999999,0.31333333333333335,-31.833571428571425
CELL_0596,2026-01-07 04:45:00,-116.3,14.7,18.2,194.2,0.25,124,82.3,0.41333333333333333,-5.239115646258503
CELL_0597,2026-01-07 05:00:00,-92.5,11.4,49.9,20.4,2.22,239,89.84,0.7966666666666666,-50.33052631578947
CELL_0598,2026-01-07 05:15:00,-115.6,15.0,22.4,196.2,3.73,19,82.75999999999999,0.06333333333333334,-13.049999999999999
CELL_0599,2026-01-07 05:30:00,-114.9,12.4,35.6,5.0,0.45,165,81.47999999999999,0.55,-35.64677419354839
CELL_0600,2026-01-07 05:45:00,-75.5,16.9,41.0,94.0,1.7,37,99.94,0.12333333333333334,-37.13786982248521
CELL_0601,2026-01-07 06:00:00,-79.2,25.3,23.3,154.6,3.0,196,103.5,0.6533333333333333,-20.189328063241106
CELL_0602,2026-01-07 06:15:00,-84.2,3.4,46.8,48.2,1.71,159,88.36,0.53,-34.3335294117647
CELL_0603,2026-01-07 06:30:00,-92.6,11.2,10.8,179.9,2.46,219,89.68,0.73,2.8024999999999993
CELL_0604,2026-01-07 06:45:00,-114.7,18.3,15.3,186.4,1.96,244,85.1,0.8133333333333334,-7.074207650273224
CELL_0605,2026-01-07 07:00:00,-78.8,5.7,23.6,152.6,0.23,73,91.9,0.24333333333333335,2.941929824561399
CELL_0606,2026-01-07 07:15:00,-81.4,13.5,41.2,191.5,0.67,265,95.53999999999999,0.8833333333333333,-27.68481481481482
CELL_0607,2026-01-07 07:30:00,-119.8,22.1,35.4,89.4,2.93,270,85.34,0.9,-34.28475113122172
CELL_0608,2026-01-07 07:45:00,-80.9,27.3,43.0,38.9,4.08,63,104.02,0.21,-45.655091575091575
CELL_0609,2026-01-07 08:00:00,-100.6,18.0,53.5,103.3,1.92,137,90.56,0.45666666666666667,-49.681111111111115
CELL_0610,2026-01-07 08:15:00,-106.3,28.9,58.4,93.3,0.67,221,94.82,0.7366666666666667,-55.841626297577854
CELL_0611,2026-01-07 08:30:00,-89.9,26.6,33.2,169.4,2.74,170,100.0,0.5666666666666667,-29.571578947368423
CELL_0612,2026-01-07 08:45:00,-84.4,28.1,39.8,44.2,3.12,158,103.1,0.5266666666666666,-41.34704626334519
CELL_0613,2026-01-07 09:00:00,-85.7,27.6,12.3,143.5,4.88,101,102.28,0.33666666666666667,-11.98072463768116
CELL_0614,2026-01-07 09:15:00,-94.8,20.8,22.7,27.5,1.76,255,94.56,0.85,-23.137884615384618
CELL_0615,2026-01-07 09:30:00,-90.9,28.3,44.1,136.5,4.47,283,100.61999999999999,0.9433333333333334,-43.74667844522968
CELL_0616,2026-01-07 09:45:00,-105.7,25.4,49.5,106.9,0.13,84,92.96,0.28,-45.421338582677166
CELL_0617,2026-01-07 10:00:00,-117.3,1.7,19.7,158.2,4.92,138,74.1,0.46,68.43882352941175
CELL_0618,2026-01-07 10:15:00,-112.7,1.9,48.1,44.8,2.71,193,76.06,0.6433333333333333,-27.23105263157895
CELL_0619,2026-01-07 10:30:00,-79.3,3.1,52.7,149.2,4.32,297,90.14,0.99,-8.89096774193549
CELL_0620,2026-01-07 10:45:00,-100.6,15.3,48.8,140.7,3.46,34,88.94,0.11333333333333333,-43.06392156862745
CELL_0621,2026-01-07 11:00:00,-73.7,11.6,57.6,195.3,1.56,292,97.47999999999999,0.9733333333333334,-42.32379310344828
CELL_0622,2026-01-07 11:15:00,-117.3,22.3,16.2,174.4,4.3,236,86.46000000000001,0.7866666666666666,-12.679372197309416
CELL_0623,2026-01-07 11:30:00,-78.5,27.3,43.8,131.3,3.78,289,104.97999999999999,0.9633333333333334,-42.77047619047619
CELL_0624,2026-01-07 11:45:00,-83.1,5.9,44.9,42.7,2.24,48,90.3,0.16,-39.90271186440678
CELL_0625,2026-01-07 12:00:00,-110.7,5.2,33.3,78.6,2.14,294,78.84,0.98,-20.324615384615385
CELL_0626,2026-01-07 12:15:00,-106.8,4.8,51.5,6.1,2.33,89,80.16,0.2966666666666667,-52.55916666666666
CELL_0627,2026-01-07 12:30:00,-118.0,27.9,37.8,155.9,3.13,164,89.53999999999999,0.5466666666666666,-35.342186379928314
CELL_0628,2026-01-07 12:45:00,-95.5,17.2,24.7,157.9,1.59,122,92.12,0.4066666666666667,-17.109767441860466
CELL_0629,2026-01-07 13:00:00,-72.2,15.6,48.2,36.1,2.72,216,100.47999999999999,0.72,-48.60589743589744
CELL_0630,2026-01-07 13:15:00,-115.4,6.6,16.7,69.7,1.8,121,77.8,0.4033333333333333,-7.939393939393937
CELL_0631,2026-01-07 13:30:00,-72.5,18.5,31.1,114.5,3.76,14,102.1,0.04666666666666667,-28.670810810810814
CELL_0632,2026-01-07 13:45:00,-114.3,10.4,18.2,130.2,4.59,134,80.52000000000001,0.44666666666666666,-10.27076923076923
CELL_0633,2026-01-07 14:00:00,-72.1,20.5,22.7,183.6,4.72,207,103.46000000000001,0.69,-18.46390243902439
CELL_0634,2026-01-07 14:15:00,-107.2,21.7,6.4,105.8,3.85,273,90.14,0.91,-5.374423963133641
CELL_0635,2026-01-07 14:30:00,-79.9,13.4,7.4,180.2,0.96,273,96.08,0.91,5.0877611940298495
CELL_0636,2026-01-07 14:45:00,-115.9,2.9,58.4,155.8,2.67,43,75.38,0.14333333333333334,-7.345862068965507
CELL_0637,2026-01-07 15:00:00,-109.5,18.9,16.7,138.7,4.18,115,87.53999999999999,0.38333333333333336,-13.54137566137566
CELL_0638,2026-01-07 15:15:00,-93.1,21.1,58.7,156.2,3.23,46,95.42,0.15333333333333332,-54.52715639810427
CELL_0639,2026-01-07 15:30:00,-82.7,4.6,30.3,69.7,0.44,37,89.67999999999999,0.12333333333333334,-15.58782608695652
CELL_0640,2026-01-07 15:45:00,-111.1,7.6,8.9,165.2,4.55,218,80.12,0.7266666666666667,8.286842105263158
CELL_0641,2026-01-07 16:00:00,-100.6,18.9,28.8,8.3,3.37,283,91.1,0.9433333333333334,-31.73084656084656
CELL_0642,2026-01-07 16:15:00,-119.7,21.6,8.5,150.5,0.23,47,85.08,0.15666666666666668,-1.7624074074074074
CELL_0643,2026-01-07 16:30:00,-102.1,15.1,20.9,138.7,3.03,154,88.22,0.5133333333333333,-14.744569536423839
CELL_0644,2026-01-07 16:45:00,-81.7,13.1,26.7,133.8,2.37,283,95.18,0.9433333333333334,-18.85625954198473
CELL_0645,2026-01-07 17:00:00,-109.0,22.4,48.8,170.6,1.47,83,89.84,0.27666666666666667,-42.653928571428565
CELL_0646,2026-01-07 17:15:00,-105.1,26.6,58.1,174.1,3.24,15,93.92,0.05,-54.79488721804512
CELL_0647,2026-01-07 17:30:00,-92.3,16.7,11.8,6.0,2.98,285,93.1,0.95,-14.420718562874253
CELL_0648,2026-01-07 17:45:00,-92.6,2.6,16.6,149.6,3.63,118,84.52000000000001,0.3933333333333333,37.30846153846153
CELL_0649,2026-01-07 18:00:00,-99.4,19.4,33.2,36.4,1.1,139,91.88,0.4633333333333333,-32.42371134020619
